OBJECTID,Name,Jurisdiction,County,Type,Sub_Type,Status,Acres,Source,centroid_lat,centroid_lon
21913,Heather Glen North Park,Dublin,FRA,PARK,C,Public,18.42533399,Dublin,40.0886190,-83.1468407
21914,Scioto Run Nature Trail,Hilliard,FRA,PARK,C,Public,11.52702412,Hilliard,40.0372910,-83.1128027
21915,Northwest Park,Upper Arlington,FRA,PARK,C,Public,21.22576066,,40.0555619,-83.0840409
21916,Mccord Park,Worthington,FRA,PARK,C,Public,26.1919388,FCA,40.1071708,-83.0048205
21917,Fryer Park,Grove City,FRA,PARK,R,Public,111.45110107,Grove City,39.8566883,-83.1002103
21918,Nafzger Park,Columbus,FRA,PARK,C,Public,70.53450868,Columbus,39.9175455,-82.8673024
21919,Mccorkle Park,Gahanna,FRA,PARK,C,Public,21.99700841,Gahanna,40.0306816,-82.8792858
21920,J.F. Kennedy Park,Reynoldsburg,FRA,PARK,C,Public,27.27789711,,39.9576350,-82.8059842
21921,The Homestead,Hilliard,FRA,PARK,M,Public,40.43058784,Hilliard,40.0525018,-83.1838663
21922,Topiary Garden/Deaf School Park,Columbus,FRA,PARK,N,Public,6.94712773,FCA,39.9611571,-82.9876213
21923,John Bishop Park,Whitehall,FRA,PARK,C,Public,38.15717604,FCEO,39.9630892,-82.8692442
21924,Darree Fields Park,Dublin,FRA,PARK,C,Public,152.3804012,Dublin,40.0961866,-83.1954571
21925,Roger A. Reynolds Municipal Park,Hilliard,FRA,PARK,R,Public,131.19931688,Hilliard,40.0287628,-83.1727675
21926,Thompson Park,Upper Arlington,FRA,PARK,C,Public,46.54887055,FCA,40.0436637,-83.0723144
21927,Memorial Park,Obetz,FRA,PARK,R,Public,84.29462872,,39.8836656,-82.9407940
21928,Perry Park,Worthington,FRA,PARK,C,Public,19.11935071,,40.1009455,-83.0536552
21929,Pine Quarry Park,Reynoldsburg,FRA,PARK,C,Public,40.78513421,,39.9628313,-82.7882889
21930,Scioto Park,Dublin,FRA,PARK,C,Public,14.36790367,Dublin,40.1169271,-83.1110234
21931,Swickard Woods Park,New Albany,FRA,PARK,C,Public,47.36207062,,40.0892462,-82.8149980
21932,Whitehall Community Park,Bexley,FRA,PARK,R,Public,102.98677821,,39.9815220,-82.8672512
21933,Windsor Park,Grove City,FRA,PARK,C,Public,34.40553805,Grove City,39.8750532,-83.0936549
21934,Amberleigh Open Space,Dublin,FRA,GREEN SPACE,NOS,Public,6.63880956,Dublin,40.1357731,-83.1247042
21935,Amberleigh Open Space,Dublin,FRA,GREEN SPACE,NOS,Public,0.57433024,Dublin,40.1319317,-83.1227773
21936,Northeast Quad Park,Dublin,FRA,PARK,C,Public,33.93123818,Dublin,40.1289773,-83.0942951
21937,Bristol Commons Park,Dublin,FRA,PARK,N,Public,4.21783281,Dublin,40.1273847,-83.1428402
21938,Bristol Commons Park,Dublin,FRA,PARK,N,Public,6.53238991,Dublin,40.1267743,-83.1411145
21939,Donegal Cliffs,Dublin,FRA,PARK,N,Public,10.13272097,Dublin,40.1255806,-83.1144403
21940,Hawk's Nest Park,Dublin,FRA,PARK,N,Public,3.46959565,Dublin,40.1235100,-83.1522397
21941,Dublinshire Open Space "H",Dublin,FRA,GREEN SPACE,NOS,Private,0.29201861,Dublin,40.1218498,-83.1510587
21942,Avery Road Open Space "B",Dublin,FRA,GREEN SPACE,NOS,Public,3.12302371,Dublin,40.1199120,-83.1579544
21943,Wyndhym Park,Dublin,FRA,PARK,N,Public,7.35902282,Dublin,40.1205028,-83.1636134
21944,Coventry Woods Open Space "E",Dublin,FRA,GREEN SPACE,NOS,Private,0.90655873,Dublin,40.1153142,-83.1174302
21945,Waterford Woods Open Space,Dublin,FRA,GREEN SPACE,NOS,Public,1.76951568,Dublin,40.0947690,-83.1201775
21946,Woodstream Parkland,Columbus,FRA,PARK,CON,Public,27.12230384,Columbus,40.0717901,-82.8978892
21947,Olde Ridenour Road Open Space,Gahanna,FRA,PARK,N,Public,0.52071348,,40.0376716,-82.8834176
21948,First Responders Park,Hilliard,FRA,PARK,N,Public,0.57786028,Hilliard,40.0334925,-83.1593071
21949,Mecca Road Open Space,Township,FRA,GREEN SPACE,NOS,Public,5.07934132,parcels,40.0307796,-82.9472106
21950,Rosemont Parkland,Columbus,FRA,PARK,N,Public,3.39856597,Columbus,40.0211457,-82.9454728
21951,City Gate Park,Columbus,FRA,PARK,N,Public,5.05090241,Columbus,40.0135460,-82.9259132
21952,Hayden Park,Columbus,FRA,PARK,N,Public,1.79662055,Columbus,39.9896595,-82.9384130
21953,Hayden Park,Columbus,FRA,PARK,N,Public,3.01025846,Columbus,39.9881074,-82.9375186
21954,Hayden Park,Columbus,FRA,PARK,N,Public,3.75193889,Columbus,39.9880137,-82.9395473
21955,Paul J. Falco,Marble Cliff,FRA,PARK,N,Public,0.7353996,,39.9875368,-83.0589628
21956,Fisher Road Parkland,Columbus,FRA,PARK,PRES,Public,16.71864122,Columbus,39.9751141,-83.1242582
21957,Schneider Park,Bexley,FRA,PARK,C,Public,4.04933826,,39.9514805,-82.9423582
21958,Martin Park,Columbus,FRA,PARK,N,Public,0.24207381,Columbus,39.9451577,-82.9738178
21959,Winding Creek Park,Columbus,FRA,GREEN SPACE,NOS,Public,2.84886772,Columbus,39.9324298,-82.8658164
21960,Deer Lake Park,Columbus,FRA,PARK,CON,Public,1.32054152,Columbus,39.9281883,-82.8663828
21961,Wood Park Drive Open Space,Township,FRA,GREEN SPACE,NOS,Private,0.8612148,,39.9270139,-83.1756395
21962,Wood Park Drive Open Space,Township,FRA,GREEN SPACE,NOS,Private,0.9151583,,39.9266081,-83.1771210
21963,Oak Park Drive Open Space,Township,FRA,GREEN SPACE,NOS,Private,1.78769975,,39.9266383,-83.1720843
21964,Oak Park Drive Open Space,Township,FRA,GREEN SPACE,NOS,Private,2.57001992,,39.9259785,-83.1736757
21965,Oak Park Drive Open Space,Township,FRA,GREEN SPACE,NOS,Private,0.00830316,,39.9258623,-83.1736800
21966,Oak Park Drive Open Space,Township,FRA,GREEN SPACE,NOS,Private,1.49011281,,39.9242588,-83.1723477
21967,Walnut View Park,Columbus,FRA,PARK,N,Public,9.42308599,Columbus,39.9214045,-82.8421938
21968,Westgrove Park,Grove City,FRA,PARK,C,Public,5.76093812,Grove City,39.8918618,-83.1089756
21969,Obetz Open Space,Obetz,FRA,PARK,N,Public,0.06206694,,39.8787018,-82.9503399
21970,The Obetz Splash Pad,Obetz,FRA,PARK,N,Public,0.92687375,,39.8779244,-82.9505146
21971,Bridlewood Park,Obetz,FRA,PARK,N,Public,4.09681022,,39.8770889,-82.9445284
21972,Keller Farms,Grove City,FRA,PARK,C,Public,5.62400505,Grove City,39.8731169,-83.0548742
21973,Groveport Road Open Space,Canal Winchester,FRA,GREEN SPACE,NOS,Public,0.88106714,,39.8461657,-82.8301834
21974,Glencree Place Open Space,Dublin,FRA,PARK,N,Public,0.20174443,,40.1366921,-83.0953060
21975,Woodbridge Green Park,Columbus,FRA,PARK,N,Public,6.37785884,Columbus,40.1181159,-83.0594473
21976,Bride Water Boulevard Open Space,Columbus,FRA,GREEN SPACE,NOS,Private,1.95976257,,40.1065780,-83.0570796
21977,Snouffer Road Open Space,Columbus,FRA,GREEN SPACE,NOS,Private,0.86804395,,40.1044743,-83.0746229
21978,Snouffer Road Open Space,Columbus,FRA,GREEN SPACE,NOS,Private,0.57340852,,40.1043512,-83.0726215
21979,Lakebrook Boulevard Open Space,Columbus,FRA,GREEN SPACE,NOS,Private,1.54170809,,40.1000800,-83.0734765
21980,Westover Park,Upper Arlington,FRA,PARK,N,Public,1.11876219,,40.0029185,-83.0657765
21981,Huy Road Park,Columbus,FRA,PARK,N,Public,8.17745394,Columbus,40.0331351,-82.9751724
21982,Olentangy River Canoe Fortage Parkland,Columbus,FRA,PARK,PRES,Public,1.53692156,Columbus,40.0298470,-83.0244673
21983,Pumphrey Park,Columbus,FRA,PARK,N,Public,0.67352786,Columbus,40.0284351,-82.9743311
21984,Paul S. Metzger Park,Westerville,FRA,PARK,C,Public,31.71023867,Westerville,40.1294099,-82.9620125
21985,Beechcroft Park,Columbus,FRA,PARK,N,Public,4.65772714,Columbus,40.0908560,-82.9629929
21986,Granville Park,Columbus,FRA,PARK,N,Public,5.08943755,Columbus,40.0807106,-82.9568800
21987,Selby Park,Worthington,FRA,PARK,N,Public,1.77018034,FCA,40.0772821,-83.0084354
21988,Pingree Park,Worthington,FRA,PARK,N,Public,1.12119473,,40.0902998,-83.0093616
21989,Astronaut Grove,Westerville,FRA,PARK,N,Public,2.88800559,Westerville,40.1259757,-82.9416571
21990,Westerville Senior Center,Westerville,FRA,RECREATION,SPU,Public,1.92362855,Westerville,40.1258318,-82.9428651
21991,Alum Creek Park South,Westerville,FRA,PARK,R,Public,34.60334781,Westerville,40.1132678,-82.9370968
21992,Mcfadyens Ac Park,Obetz,FRA,PARK,N,Public,1.44806464,,,
21993,Heritage Park,Groveport,FRA,PARK,C,Public,16.12018493,,39.8481224,-82.8858828
21994,Indian Run Falls Park,Dublin,FRA,PARK,C,Public,9.37541291,Dublin,40.1018111,-83.1186908
21995,Longbranch Drive Open Space,Dublin,FRA,GREEN SPACE,NOS,Private,0.47719003,,40.0892450,-83.1198170
21996,Wellington Park,Dublin,FRA,PARK,NOS,Public,2.13905178,Dublin,40.1181555,-83.1231988
21997,Amberleigh,Dublin,FRA,PARK,N,Public,4.10498259,Dublin,40.1331294,-83.1170569
21998,Lombard Open Space,Dublin,FRA,PARK,NOS,Private,0.73688241,Dublin,40.1323293,-83.1634581
21999,Hawk'S Nest Park,Dublin,FRA,PARK,NOS,Public,6.31242367,Dublin,40.1270650,-83.1517917
22000,Kestrel Park,Dublin,FRA,PARK,N,Public,3.55492586,Dublin,40.1260658,-83.1541488
22001,Wedgewood Hills Park,Dublin,FRA,PARK,N,Public,10.38152769,Dublin,40.1356980,-83.1123019
22002,Campden Lakes Park,Dublin,FRA,PARK,N,Public,11.06794456,Dublin,40.1328316,-83.1041285
22003,Heather Glen North Park,Dublin,FRA,PARK,N,Public,4.78977158,Dublin,40.0916451,-83.1526967
22004,Balgriffin Park,Dublin,FRA,PARK,C,Public,15.11498367,Dublin,40.0849282,-83.1553148
22005,Disc Golf Course,Dublin,FRA,PARK,C,Public,6.66795855,Dublin,40.0843968,-83.1520998
22006,Trabue Woods Park,Columbus,FRA,PARK,N,Public,5.80866989,Columbus,39.9797829,-83.1208511
22007,Windward Farms Park,Columbus,FRA,PARK,C,Public,17.43933198,Columbus,39.8991672,-83.1209085
22008,Northern Woods Park,Columbus,FRA,PARK,N,Public,1.90590167,Columbus,40.0937633,-82.9451463
22009,Linden Park Rec Center,Columbus,FRA,PARK,C,Public,19.7020511,Columbus,40.0177650,-82.9759346
22010,Hanford Village Park,Columbus,FRA,PARK,N,Public,2.02576458,Columbus,39.9525454,-82.9442771
22011,Moeller Park,Columbus,FRA,PARK,N,Public,1.73001572,Columbus,39.9360946,-82.9881644
22012,Freedom Park,Columbus,FRA,PARK,C,Public,7.9778281,Columbus,39.9279923,-83.1466045
22013,Alum Creek Park,Columbus,FRA,PARK,N,Public,4.57434895,Columbus,39.9154066,-82.9385274
22014,Stoneridge Park,Columbus,FRA,PARK,C,Public,22.82077311,Columbus,39.9025278,-83.0596600
22015,Indian Mound Park & Rec Center,Columbus,FRA,PARK,C,Public,20.2377515,Columbus,39.8829422,-82.9896961
22016,Summitview Park,Columbus,FRA,PARK,N,Public,9.03908857,Columbus,40.1382515,-83.0882310
22017,Riverside Green Park,Columbus,FRA,PARK,N,Public,5.58766887,Columbus,40.0904018,-83.1044840
22018,Sycamore Hills Park,Columbus,FRA,PARK,N,Public,7.79690069,Columbus,40.0720339,-83.0494844
22019,Carriage Place Park,Columbus,FRA,PARK,C,Public,12.95644742,Columbus,40.0687146,-83.0908731
22020,Joan Park,Columbus,FRA,PARK,N,Public,3.99806678,Columbus,40.0156415,-82.9586704
22021,Maloney Park,Columbus,FRA,PARK,C,Public,24.42257038,Columbus,40.0020655,-82.9666319
22022,Douglas Rec Center And Windsor Park,Columbus,FRA,RECREATION,SPU,Public,5.92258453,Columbus,39.9974346,-82.9724931
22023,Indianola & 8Th Park,Columbus,FRA,PARK,N,Public,1.20992154,Columbus,39.9927057,-83.0034805
22024,Sancus Park,Columbus,FRA,PARK,N,Public,1.26258634,Columbus,40.1236534,-82.9953250
22025,Devonshire Park,Columbus,FRA,PARK,C,Public,6.63339885,Columbus,40.0957438,-82.9806344
22026,Forest Park East Park,Columbus,FRA,PARK,N,Public,4.02662602,Columbus,40.0738818,-82.9705645
22027,Northtowne Park,Columbus,FRA,PARK,N,Public,3.6386884,Columbus,40.0663552,-82.9612657
22028,Schiller Park,Columbus,FRA,PARK,C,Public,23.60628501,Columbus,39.9421492,-82.9925544
22029,Goodale Park,Columbus,FRA,PARK,C,Public,32.56537721,Columbus,39.9754460,-83.0069998
22030,Glenwood Park & Recreation Center,Columbus,FRA,RECREATION,SPU,Public,16.72370087,Columbus,39.9553329,-83.0494523
22031,Wolfe Park,Columbus,FRA,PARK,R,Public,46.8751641,Columbus,39.9658765,-82.9477952
22032,Franklin Park,Columbus,FRA,PARK,R,Public,86.4853639,Columbus,39.9652296,-82.9547248
22033,Driving Park & Rec Center,Columbus,FRA,PARK,C,Public,23.75261722,Columbus,39.9449066,-82.9488522
22034,Fairwood Park,Columbus,FRA,PARK,C,Public,26.55860875,Columbus,39.9381971,-82.9504546
22035,Tuttle Park,Columbus,FRA,PARK,R,Public,48.42044683,Columbus,40.0109048,-83.0163448
22036,Chaseland Park,Columbus,FRA,PARK,N,Public,3.80395078,Columbus,40.0747071,-82.9925810
22037,American Addition Park,Columbus,FRA,PARK,C,Public,4.6733763,Columbus,39.9947179,-82.9609557
22038,Amvet Village Park,Columbus,FRA,PARK,N,Public,2.51640809,Columbus,40.0007460,-82.9455080
22039,Somerset Park,Columbus,FRA,PARK,C,Public,21.73541742,Columbus,40.0255902,-82.9221151
22040,Shepard Park,Columbus,FRA,PARK,N,Public,3.20114936,Columbus,39.9845995,-82.9407111
22042,Milo-Grogan Park,Columbus,FRA,PARK,N,Public,1.24189348,Columbus,39.9817268,-82.9818930
22043,Mayme Moore Park,Columbus,FRA,PARK,C,Public,3.25974131,Columbus,39.9701093,-82.9800906
22044,English Park,Columbus,FRA,PARK,N,Public,0.56920999,Columbus,39.9600342,-82.9654507
22045,Livingston Park,Columbus,FRA,PARK,C,Public,8.21365581,Columbus,39.9515958,-82.9779299
22046,Kobacker Park,Columbus,FRA,PARK,N,Public,0.34347291,Columbus,39.9459845,-82.9819061
22047,Deshler Park,Columbus,FRA,PARK,C,Public,9.92730202,Columbus,39.9403662,-82.9590510
22048,Palsgrove Park,Columbus,FRA,PARK,N,Public,0.95227764,Columbus,39.9512695,-82.9603802
22049,Karns Park,Columbus,FRA,PARK,N,Public,2.14878706,Columbus,39.9382088,-82.9716474
22050,Southwood Park,Columbus,FRA,PARK,N,Public,1.20236656,Columbus,39.9317284,-82.9908162
22051,Johnson Memorial Park,Columbus,FRA,PARK,C,Public,11.49357598,FCA,39.9485875,-82.9079466
22052,Canini Park,Columbus,FRA,PARK,N,Public,1.50571991,Columbus,39.9361762,-82.9087637
22053,Easthaven Park,Columbus,FRA,PARK,N,Public,5.30230768,Columbus,39.9232663,-82.9048367
22054,Maybury Park,Columbus,FRA,PARK,N,Public,5.24192758,Columbus,39.9250988,-82.8565027
22055,Marion-Franklin Park & Com Ctr,Columbus,FRA,PARK,C,Public,23.89501799,Columbus,39.9083339,-82.9683115
22056,Southeast Lions Park,Columbus,FRA,PARK,N,Public,1.32331704,Columbus,39.9236866,-82.9902991
22057,Smith Road Park,Columbus,FRA,PARK,N,Public,6.24145596,Columbus,39.9253016,-82.9591376
22058,Heer Park,Columbus,FRA,PARK,C,Public,8.10284114,Columbus,39.8910047,-83.0005049
22059,Southern Pines Park,Columbus,FRA,PARK,C,Public,6.38904943,FCA,39.8841847,-82.9807499
22060,Stockbridge Park,Columbus,FRA,PARK,N,Public,22.90446781,Columbus,39.8947838,-82.9708373
22061,Willow Creek Park,Columbus,FRA,PARK,N,Public,9.55886562,Columbus,39.9108378,-83.0415480
22062,Redick Park,Columbus,FRA,PARK,C,Public,23.55512205,Columbus,39.9807335,-83.0896763
22063,Mckinley Park,Columbus,FRA,PARK,C,Public,6.94738121,Columbus,39.9630145,-83.0405360
22064,Hilltonia Park,Columbus,FRA,PARK,N,Public,9.50139824,Columbus,39.9370207,-83.0611200
22065,Hauntz Park,Columbus,FRA,PARK,N,Public,5.67274665,Columbus,39.9465939,-83.0486376
22066,Lindbergh Park,Columbus,FRA,PARK,N,Public,8.73527639,Columbus,39.9302315,-83.0659634
22067,Georgian Heights Park,Columbus,FRA,PARK,NOS,Public,10.63504548,Columbus,39.9343527,-83.1068081
22068,Riverbend Park,Columbus,FRA,PARK,N,Public,4.28510356,Columbus,39.9213043,-83.0861139
22069,Thompson Park,Columbus,FRA,PARK,REC,Public,3.90513754,Columbus,39.9862642,-83.0089400
22070,Italian Village Park,Columbus,FRA,PARK,N,Public,0.83460224,Columbus,39.9788699,-83.0023326
22071,Maynard & Summit Park,Columbus,FRA,PARK,N,Public,0.32265422,Columbus,40.0108347,-83.0007254
22072,Dexter Falls Park,Columbus,FRA,PARK,N,Public,10.17219755,Columbus,40.0568722,-83.1187542
22073,Greene Countrie Park,Columbus,FRA,PARK,C,Public,17.05746822,Columbus,39.9393695,-83.1492887
22074,Independence Park,Columbus,FRA,PARK,N,Public,10.14468763,Columbus,39.9202210,-82.8183038
22075,Audubon Park,Columbus,FRA,PARK,C,Public,7.3448778,Columbus,40.0210687,-82.9917907
22076,Brookside Woods Park,Columbus,FRA,PARK,N,Public,1.861215,Columbus,40.0980103,-83.0761943
22077,Casto Park,Columbus,FRA,PARK,C,Public,33.89886867,Columbus,40.0826094,-82.9227316
22078,Flint Park,Columbus,FRA,PARK,N,Public,5.67286167,Columbus,40.1279398,-83.0095387
22079,Harrison West Park,Columbus,FRA,PARK,N,Public,0.34432269,Columbus,39.9855239,-83.0174890
22080,Kenlawn Park,Columbus,FRA,PARK,N,Public,3.91064876,Columbus,40.0279369,-82.9663644
22081,Mock Road Park,Columbus,FRA,PARK,R,Public,102.68563475,Columbus,40.0146488,-82.9419200
22082,North East Park And Howard Rec Center,Columbus,FRA,PARK,N,Public,3.80303912,Columbus,40.0227991,-82.9291160
22083,Northcrest Park,Columbus,FRA,PARK,N,Public,18.43656098,Columbus,40.0615249,-83.0709322
22084,Northgate Park,Columbus,FRA,PARK,N,Public,5.38230897,Columbus,40.1032148,-82.9656062
22085,Olde Sawmill Park,Columbus,FRA,PARK,C,Public,8.67321548,Columbus,40.1217859,-83.0819150
22086,Cremeans Park,Columbus,FRA,PARK,N,Public,6.67303122,Columbus,40.0295056,-82.9890539
22087,Scioto Woods Park,Columbus,FRA,PARK,C,Public,9.02641431,Columbus,39.9868862,-83.0978423
22088,Walden Park,Columbus,FRA,PARK,N,Public,4.3414367,Columbus,40.0816938,-82.9661840
22089,Weinland Park,Columbus,FRA,PARK,N,Public,4.17498565,Columbus,39.9888252,-83.0007437
22090,Westgate Park,Columbus,FRA,PARK,C,Public,43.11047874,Columbus,39.9453001,-83.0857546
22091,Whetstone Park,Columbus,FRA,PARK,R,Public,155.15681147,Columbus,40.0431058,-83.0272043
22092,Woodward Park & Rec Center,Columbus,FRA,PARK,REC,Public,49.42717856,FCA,40.0735572,-82.9849748
22093,Pingue Park,Columbus,FRA,PARK,N,Public,5.1968243,Columbus,40.1154257,-82.9762937
22095,Hosa Soccer Complex,Hilliard,FRA,PARK,REC,Public,28.89687629,Hilliard,40.0311919,-83.1827004
22096,Lakewood Park,Hilliard,FRA,PARK,C,Public,5.74767206,,40.0167564,-83.1787088
22097,Mill Run Wetlands,Columbus,FRA,PARK,C,Public,11.97376235,Hilliard,40.0258402,-83.1155817
22098,Alton Road Parkland,Township,FRA,PARK,PRES,Public,58.67247567,Columbus,39.9447589,-83.1725542
22099,Argus Park,Columbus,FRA,PARK,N,Public,1.74084588,Columbus,39.9419144,-82.9000005
22100,Berwick Park,Columbus,FRA,PARK,NOS,Public,4.36936588,Columbus,39.9110609,-82.9156127
22101,Blacklick Ridge Park,Township,FRA,PARK,C,Public,17.2070331,Jefferson Twp,39.9923887,-82.8082856
22102,Walnut Ridge Park,Westerville,FRA,PARK,C,Public,12.32957351,Westerville,40.1184765,-82.9106455
22103,Brobst Park,Township,FRA,PARK,C,Public,9.94969548,FCA,39.8845398,-82.8576972
22104,C.Ray Buck Sports Park,Grandview Heights,FRA,RECREATION,REC,Public,4.73514255,,39.9758391,-83.0383978
22105,Crawford  Farms Park,Columbus,FRA,PARK,N,Public,3.59771631,Columbus,39.9930292,-82.7992765
22106,Crosscreek Park,Hilliard,FRA,PARK,C,Public,9.95570628,Hilliard,40.0193981,-83.1583882
22107,Darby Glen Park,Hilliard,FRA,PARK,C,Public,22.70078432,Hilliard,40.0195777,-83.1283691
22108,Degenheart Park,Groveport,FRA,PARK,N,Public,3.89460584,,39.8499980,-82.8937050
22109,Elk Run Park,Columbus,FRA,PARK,N,Public,36.26004208,Columbus,39.8967140,-82.8969722
22110,Groveport Cruiser Park,Groveport,FRA,PARK,R,Public,87.74693932,,39.8687948,-82.8812020
22111,Gantz Park,Grove City,FRA,PARK,C,Public,28.47476729,Grove City,39.8974526,-83.0614479
22112,Groveport Park,Groveport,FRA,PARK,R,Public,85.36012461,,39.8524123,-82.8718301
22113,Canal Winchester Municipal Pool,Canal Winchester,FRA,PARK,N,Public,4.49978445,,39.8443393,-82.8108274
22114,Hamilton Park,Hilliard,FRA,PARK,C,Public,5.34838421,Hilliard,40.0335616,-83.1506207
22115,Hamilton Heights Parkland,Columbus,FRA,PARK,PRES,Public,3.67172417,Columbus,39.8827404,-82.9697254
22116,Hannah Farms Park,Gahanna,FRA,PARK,C,Public,35.44203489,Gahanna,40.0414119,-82.8176526
22117,Madison Township Fire Station,Canal Winchester,FRA,PARK,N,Public,3.136776,,39.8464658,-82.8277586
22118,Hartford Park,Worthington,FRA,PARK,N,Public,3.11485569,,40.0903709,-83.0148827
22119,Helsel Park,Columbus,FRA,PARK,C,Public,42.82819037,Columbus,39.9105393,-82.8853007
22120,Highland Park,Westerville,FRA,PARK,C,Public,39.81007124,Westerville,40.1163836,-82.9054296
22121,Hilliard Green Park,Columbus,FRA,PARK,N,Public,16.65795273,Columbus,39.9965771,-83.1463457
22122,Huber Village Park,Westerville,FRA,PARK,C,Public,30.74240732,Westerville,40.1057791,-82.9104329
22123,Huntley Bowl Park,Worthington,FRA,PARK,C,Public,7.07065158,FCA,40.0925774,-83.0006701
22124,Kirkwood Park,Columbus,FRA,PARK,N,Public,2.82685154,Columbus,39.9401919,-82.8964355
22125,Linworth Park,Worthington,FRA,PARK,C,Public,12.55186633,,40.0876763,-83.0508516
22126,Llewellyn Farm Park,Dublin,FRA,PARK,N,Public,8.4097579,Dublin,40.0789504,-83.1191590
22127,Mifflin Parkland,Columbus,FRA,PARK,N,Public,4.83446409,Columbus,40.0256974,-82.9460180
22128,Northam Park,Upper Arlington,FRA,PARK,C,Public,21.73184029,,40.0131203,-83.0650809
22129,Oak Creek Parkland,Columbus,FRA,PARK,NOS,Public,5.92729885,Columbus,39.8746457,-82.9900010
22130,Orchard Park,Groveport,FRA,PARK,C,Public,10.51508305,,39.8598497,-82.8977520
22131,Pierce Field,Grandview Heights,FRA,PARK,N,Public,4.47452343,,39.9802623,-83.0333795
22132,Reed Road,Upper Arlington,FRA,PARK,C,Public,13.6519653,,40.0347970,-83.0690427
22133,Shady Lane Park,Columbus,FRA,PARK,N,Public,3.42901718,Columbus,39.9497175,-82.8731869
22134,Shelbourne Parkland,Columbus,FRA,PARK,PRES,Public,9.16553877,Columbus,39.9191977,-82.8342492
22135,Sills Park,Columbus,FRA,PARK,C,Public,20.33398225,FCA,39.9030751,-82.9681859
22136,Southgate Park,Columbus,FRA,PARK,NOS,Public,3.67649859,Columbus,39.8789714,-82.9777393
22137,Father Roderic J. Dipietro Park,Hilliard,FRA,PARK,C,Public,15.76627658,Hilliard,40.0524403,-83.1103007
22138,Towers Park,Westerville,FRA,PARK,C,Public,14.73078556,Westerville,40.1307020,-82.9064019
22139,Boyer Nature Preserve,Westerville,FRA,PARK,C,Public,11.60899626,Westerville,40.1229183,-82.9132661
22140,Weaver Park,Hilliard,FRA,PARK,C,Public,5.26942145,Hilliard,40.0360616,-83.1547549
22141,Westmoor Park,Columbus,FRA,PARK,N,Public,16.68060603,Columbus,39.9609698,-83.0833847
22142,Wheeler Memorial Park,Columbus,FRA,PARK,N,Public,4.00474499,Columbus,39.9758865,-83.0136568
22143,Willson Hill Park,Worthington,FRA,PARK,N,Public,3.23479354,,40.0945629,-83.0118128
22144,Wilson Road Parkland,Columbus,FRA,PARK,PRES,Public,47.54532715,Columbus,39.9483053,-83.0982238
22145,Wyman Woods Park,Grandview Heights,FRA,PARK,C,Public,13.25170838,,39.9778138,-83.0437475
22146,Winchester Meadows,Columbus,FRA,PARK,N,Public,16.23204985,Columbus,39.8743121,-82.8116864
22147,Ashburnham Park,Gahanna,FRA,PARK,C,Public,5.19198783,Gahanna,40.0518685,-82.8782127
22148,Coffman Park,Dublin,FRA,PARK,C,Public,98.19968585,Dublin,40.1054840,-83.1385642
22149,Dublinshire Greenway,Dublin,FRA,PARK,N,Public,10.09974569,Dublin,40.1196501,-83.1539293
22150,Indian Run Meadows,Dublin,FRA,PARK,N,Public,30.55670464,Dublin,40.1083627,-83.1514747
22151,Ml Red Trabue Nature Reserve,Dublin,FRA,PARK,C,Public,74.06294641,Dublin,40.1113466,-83.1662609
22152,Scottish Corners Woods Open Space,Dublin,FRA,GREEN SPACE,NOS,Public,12.34131353,Dublin,40.1184603,-83.1483103
22153,Stonefield Park,Dublin,FRA,PARK,N,Public,2.73564169,Dublin,40.1150841,-83.1378199
22154,Ballentree Community Park,Dublin,FRA,PARK,C,Public,24.87157181,Dublin,40.0872016,-83.1616999
22156,Academy Park,Gahanna,FRA,PARK,R,Public,115.16298237,Gahanna,40.0473430,-82.8853295
22157,Alt Field,Hilliard,FRA,PARK,N,Public,1.48487171,Hilliard,40.0297123,-83.1490436
22158,Ambassador Commons Park,Gahanna,FRA,PARK,N,Public,1.32469339,Gahanna,40.0443234,-82.8990891
22159,Amlin Crossing Park,Township,FRA,PARK,N,Public,3.22121494,,40.0766577,-83.1853348
22160,Avalon Park,Columbus,FRA,PARK,N,Public,1.76752347,Columbus,39.9815256,-82.9446121
22161,Beechwold Park,Columbus,FRA,PARK,N,Public,3.23252356,Columbus,40.0601841,-83.0235688
22162,Robinwood Park,Whitehall,FRA,PARK,N,Public,0.68913809,,39.9665225,-82.8968860
22163,Blacklick Woods Metro Park,Reynoldsburg,FRA,PARK,M,Public,152.7674953,Metro Parks,39.9389346,-82.8126551
22164,Brandywine Parkland,Columbus,FRA,PARK,CON,Public,0.6293023,Columbus,40.0666906,-82.9412989
22165,Britton Farms Park,Hilliard,FRA,PARK,C,Public,6.07280906,Hilliard,40.0498870,-83.1401643
22166,Bryn Mawr Park,Gahanna,FRA,PARK,C,Public,6.47983491,Gahanna,40.0464294,-82.8449662
22167,Cardiff Woods Park,Upper Arlington,FRA,PARK,N,Public,1.91728783,,40.0049237,-83.0559771
22168,Scioto-Darby Detention,Columbus,FRA,GREEN SPACE,NOS,Public,12.44603273,Columbus,39.9641071,-83.1680263
22169,Commonwealth Park,Bexley,FRA,PARK,C,Public,6.81399215,parcels,39.9728110,-82.9389505
22170,Conklin Park,Hilliard,FRA,PARK,N,Public,1.69958397,Hilliard,40.0252002,-83.1571124
