OBJECTID,Name,Jurisdiction,County,Type,Sub_Type,Status,Acres,Source,centroid_lat,centroid_lon
26606,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0255672,-83.1991931
26607,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0245109,-83.2021244
26608,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0030769,-83.1921633
26609,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0048240,-83.1903198
26610,,,FRA,GREEN SPACE,NOS,,,Parcels,39.9744270,-82.7990197
26611,,,FRA,GREEN SPACE,NOS,,,Parcels,39.9739024,-82.7900390
26612,,,FRA,GREEN SPACE,NOS,,,Parcels,39.9733738,-82.7909468
26613,,,FRA,GREEN SPACE,NOS,,,Parcels,39.9730552,-82.7847553
26614,,,FRA,GREEN SPACE,NOS,,,Parcels,39.8488949,-83.0366184
26615,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0178870,-82.8220867
26616,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0176968,-82.8227000
26617,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0193780,-82.8226465
26618,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0209708,-82.8223516
26619,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0222875,-82.8230273
26620,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0212103,-82.8270424
26621,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0199729,-82.8246914
26622,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0075795,-82.8028254
26623,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0092554,-82.8120386
26624,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0086183,-82.8115535
26625,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0073501,-82.8147964
26626,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0226110,-82.7920684
26627,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0178088,-82.8331323
26628,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0147484,-82.7795976
26629,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0110280,-82.7800229
26630,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0148863,-82.7770104
26631,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0147915,-82.7730699
26632,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0144007,-82.7768403
26633,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0137027,-82.7709585
26634,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0129226,-82.7725257
26635,,,FRA,GREEN SPACE,NOS,,,Parcels,39.9022253,-82.8547929
26636,,,FRA,GREEN SPACE,NOS,,,Parcels,39.8281312,-82.8132767
26637,,,FRA,GREEN SPACE,NOS,,,Parcels,39.8274575,-82.8122350
26638,,,FRA,GREEN SPACE,NOS,,,Parcels,39.8282513,-82.8132832
26639,,,FRA,GREEN SPACE,NOS,,,Parcels,39.8733691,-82.8739830
26640,,,FRA,GREEN SPACE,NOS,,,Parcels,39.8705041,-82.8859459
26641,,,FRA,GREEN SPACE,NOS,,,Parcels,39.8675841,-82.8929726
26642,,,FRA,GREEN SPACE,NOS,,,Parcels,39.9073127,-83.0971058
26643,,,FRA,GREEN SPACE,NOS,,,Parcels,39.9079350,-83.0998937
26644,,,FRA,GREEN SPACE,NOS,,,Parcels,39.9071465,-83.0990157
26645,,,FRA,GREEN SPACE,NOS,,,Parcels,39.9057585,-83.1023189
26646,,,FRA,GREEN SPACE,NOS,,,Parcels,39.8779341,-82.8298966
26647,,,FRA,GREEN SPACE,NOS,,,Parcels,39.8637285,-82.8219519
26648,,,FRA,GREEN SPACE,NOS,,,Parcels,39.8801880,-82.8297643
26649,,,FRA,GREEN SPACE,NOS,,,Parcels,39.9070877,-82.8088510
26650,,,FRA,GREEN SPACE,NOS,,,Parcels,39.9088025,-82.8375017
26651,,,FRA,GREEN SPACE,NOS,,,Parcels,39.9108509,-82.8352253
26652,,,FRA,GREEN SPACE,NOS,,,Parcels,39.9007703,-82.8027628
26653,,,FRA,GREEN SPACE,NOS,,,Parcels,39.9090534,-82.8363910
26654,,,FRA,GREEN SPACE,NOS,,,Parcels,39.9799729,-82.8100607
26655,,,FRA,GREEN SPACE,NOS,,,Parcels,39.9798871,-82.8098226
26656,,,FRA,GREEN SPACE,NOS,,,Parcels,39.9796124,-82.8061551
26657,,,FRA,GREEN SPACE,NOS,,,Parcels,39.9110998,-83.1037941
26658,,,FRA,GREEN SPACE,NOS,,,Parcels,39.9026480,-83.1155989
26659,,,FRA,GREEN SPACE,NOS,,,Parcels,39.8935501,-83.1096087
26660,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0242823,-83.1102895
26661,,,FRA,GREEN SPACE,NOS,,,Parcels,39.8797260,-82.8306357
26676,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0057244,-82.9398784
26677,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0121416,-82.9303238
26678,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0110735,-82.9334972
26679,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0264692,-82.9087139
26680,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0999343,-82.8551470
26681,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0997524,-82.8548817
26682,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0674022,-82.8484068
26683,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1101023,-82.8262567
26684,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1100605,-82.8253641
26685,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1007802,-82.8550672
26686,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1008880,-82.8533255
26687,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0078927,-82.9558638
26688,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0998581,-82.8562830
26689,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0993518,-82.8533804
26690,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0382352,-82.9199429
26691,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0413662,-82.9140747
26692,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0663925,-82.8488334
26693,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1045925,-82.8322540
26694,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1059814,-82.8410073
26695,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1023832,-82.8467370
26696,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1014988,-82.8477363
26697,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1037398,-82.8467446
26698,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0062317,-82.9411072
26699,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1114448,-82.8543703
26700,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1133023,-82.8493959
26701,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1169277,-82.8896558
26702,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1331218,-82.9567631
26703,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1318639,-82.9512946
26704,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1308008,-82.9512752
26705,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1313710,-82.9532848
26706,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1322826,-82.9622488
26707,,,FRA,GREEN SPACE,NOS,,,Parcels,,
26708,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0756154,-82.9320252
26709,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0768380,-82.9359815
26710,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0759091,-82.9377499
26711,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0738078,-82.9358292
26712,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0750205,-82.9405604
26713,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0744205,-82.9383729
26714,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0735823,-82.9408946
26721,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0283997,-82.8216716
26723,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0448708,-82.7753720
26724,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0446052,-82.7764685
26725,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0484081,-82.7758838
26726,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0483796,-82.7738820
26727,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0437110,-82.7736312
26728,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0458241,-82.7721989
26729,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0476040,-82.7720496
26730,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0480131,-82.7688908
26731,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0481861,-82.7700282
26732,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0413716,-82.7760735
26733,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0459275,-82.7700438
26734,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0434216,-82.7715348
26735,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0440439,-82.7698617
26736,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0428427,-82.7689960
26737,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0127849,-82.7897659
26738,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0117674,-82.7908108
26739,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0131532,-82.7905979
26745,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0112528,-82.7727350
26746,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0114749,-82.7743250
26747,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0113587,-82.7710553
26748,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0101246,-82.7712869
26749,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1039586,-82.7988483
26750,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1027758,-82.7921237
26751,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1037511,-82.7929177
26752,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0977950,-82.7768822
26753,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0825581,-82.7868078
26754,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0838198,-82.7909048
26755,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1052048,-82.7966189
26756,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1058900,-82.7967111
26757,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1063237,-82.7972957
26758,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1051817,-82.7984957
26759,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1049488,-82.7975657
26760,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1055463,-82.7949774
26761,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1081856,-82.8171926
26762,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1008431,-82.8092066
26763,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1008818,-82.8114351
26764,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1104041,-82.7926669
26765,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1078781,-82.7926814
26766,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1084958,-82.7950996
26767,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0351901,-82.9067513
26768,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0264363,-82.9056163
26769,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0715208,-82.8497905
26770,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0707025,-82.8508382
26771,,,FRA,GREEN SPACE,NOS,,,Parcels,40.1136452,-82.8641838
26772,,,FRA,GREEN SPACE,NOS,,,Parcels,,
26773,,,FRA,GREEN SPACE,NOS,,,Parcels,40.0999769,-82.8667973
