OBJECTID,County,LocalParcelID,StateParcelID,Name,Situs Address All,Owner All,Mail Address,Mail State,AgencyName,Calculated Acreage,Auditor Link
1,Fairfield,0420388440,39045-0420388440,,,,,,TRANSPORTATION,0.154725746945255,
2,Fairfield,0460121600,39045-0460121600,,,,,,NATURAL RESOURCES,0.0774834404421094,
3,Guernsey,000000000000,39059-000000000000,,,,,,MWCD,0.3937269049887,
4,Guernsey,080002058000,39059-080002058000,,,,,,NATURAL RESOURCES,49.5101205730629,
5,Guernsey,080002085000,39059-080002085000,,,,,,NATURAL RESOURCES,29.9503941112571,
6,Guernsey,110003216001,39059-110003216001,,,,,,ROW,0.186437273310957,
7,Guernsey,130000403000,39059-130000403000,,,,,,NATURAL RESOURCES,78.9496925722245,
8,Guernsey,130000420000,39059-130000420000,,,,,,NATURAL RESOURCES,15.067256829483,
9,Guernsey,140000019000,39059-140000019000,,,,,,NATURAL RESOURCES,84.2919670467452,
10,Guernsey,180000957000,39059-180000957000,,,,,,TRANSPORTATION,0.323999004337921,
11,Guernsey,180001118000,39059-180001118000,,,,,,NATURAL RESOURCES,0.0022956117554615,
12,Guernsey,180001136000,39059-180001136000,,,,,,ROW,0.00229560071019578,
13,Guernsey,180001151000,39059-180001151000,,,,,,NATURAL RESOURCES,11.8799517682641,
14,Guernsey,310000362000,39059-310000362000,,,,,,MWCD,0.00229574742348082,
15,Guernsey,310001119000,39059-310001119000,,,,,,MWCD,0.309987384048571,
16,Guernsey,310001137000,39059-310001137000,,,,,,MWCD,0.307210570865246,
17,Guernsey,310001154000,39059-310001154000,,,,,,MWCD,0.316347368304906,
18,Guernsey,310001170000,39059-310001170000,,,,,,MWCD,0.321257333774495,
19,Guernsey,310001300000,39059-310001300000,,,,,,MWCD,0.395670332856623,
20,Guernsey,310002409000,39059-310002409000,,,,,,MWCD,0.227909202096887,
21,Guernsey,420000861000,39059-420000861000,,,,,,ROW,14.7039026888313,
22,Guernsey,440000745000,39059-440000745000,,,,,,NATURAL RESOURCES,157.13028515639,
23,Guernsey,060002457000,39059-060002457000,,,,,,MENTAL HEALTH,0.111702646227485,
24,Guernsey,110000214001,39059-110000214001,,,,,,ROW,0.0669053063877809,
25,Guernsey,110000273002,39059-110000273002,,,,,,TRANSPORTATION,0.196538783663051,
26,Guernsey,180001173000,39059-180001173000,,,,,,TRANSPORTATION,2.14756684906727,
27,Guernsey,180001189000,39059-180001189000,,,,,,NATURAL RESOURCES,14.269111875397,
28,Guernsey,180001206000,39059-180001206000,,,,,,NATURAL RESOURCES,4.93207825331922,
29,Guernsey,200001304000,39059-200001304000,,,,,,MWCD,41.7023507482574,
30,Guernsey,420000274000,39059-420000274000,,,,,,MWCD,45.5434676930549,
31,Guernsey,130000077000,39059-130000077000,,,,,,NATURAL RESOURCES,0.00229559176013191,
32,Guernsey,130000139000,39059-130000139000,,,,,,NATURAL RESOURCES,41.0962119016133,
33,Guernsey,130000153000,39059-130000153000,,,,,,NATURAL RESOURCES,41.0243591877384,
34,Guernsey,130000171000,39059-130000171000,,,,,,NATURAL RESOURCES,96.9240664938094,
35,Guernsey,130000187000,39059-130000187000,,,,,,NATURAL RESOURCES,13.2894325879408,
36,Guernsey,130000202000,39059-130000202000,,,,,,NATURAL RESOURCES,72.2465260561117,
37,Guernsey,180000278000,39059-180000278000,,,,,,TRANSPORTATION,0.240857601263616,
38,Guernsey,180000406000,39059-180000406000,,,,,,ROW,0.823975915645745,
39,Guernsey,180001319000,39059-180001319000,,,,,,TRANSPORTATION,1.09768875558682,
40,Guernsey,310002709000,39059-310002709000,,,,,,MWCD,312.144449325408,
41,Guernsey,310002733000,39059-310002733000,,,,,,MWCD,13.4390120606593,
42,Guernsey,310002790000,39059-310002790000,,,,,,MWCD,0.285951551349069,
43,Guernsey,420000969000,39059-420000969000,,,,,,ROW,37.768727951483,
44,Guernsey,440002004000,39059-440002004000,,,,,,ROW,39.0517007187814,
45,Guernsey,999999999999,39059-999999999999,,,,,,TRANSPORTATION,5.05841353584113,
46,Guernsey,020003838000,39059-020003838000,,,,,,DEVELOPMENTAL DISABILITIES,0.0932996528152479,
47,Guernsey,020003838012,39059-020003838012,,,,,,DEVELOPMENTAL DISABILITIES,1.10544810275437,
48,Guernsey,020003838016,39059-020003838016,,,,,,DEVELOPMENTAL DISABILITIES,4.50997904788622,
49,Guernsey,060001851000,39059-060001851000,,,,,,MENTAL HEALTH,0.126722316149501,
50,Guernsey,110002726001,39059-110002726001,,,,,,TRANSPORTATION,0.0485218416993589,
51,Guernsey,110002921001,39059-110002921001,,,,,,ROW,0.584624650713716,
52,Guernsey,130000230000,39059-130000230000,,,,,,NATURAL RESOURCES,5.00512500996024,
53,Guernsey,130000269000,39059-130000269000,,,,,,NATURAL RESOURCES,100.755138575261,
54,Guernsey,130000248000,39059-130000248000,,,,,,NATURAL RESOURCES,7.07110582616742,
55,Guernsey,130000264000,39059-130000264000,,,,,,NATURAL RESOURCES,102.395583800315,
56,Guernsey,130000303000,39059-130000303000,,,,,,NATURAL RESOURCES,1.93823516437386,
57,Guernsey,130000321000,39059-130000321000,,,,,,NATURAL RESOURCES,0.329966937447373,
58,Guernsey,130000337000,39059-130000337000,,,,,,NATURAL RESOURCES,40.7303008943071,
59,Guernsey,130000352000,39059-130000352000,,,,,,NATURAL RESOURCES,2.00009197732273,
60,Guernsey,130000369000,39059-130000369000,,,,,,NATURAL RESOURCES,81.4454030608909,
61,Guernsey,130000385000,39059-130000385000,,,,,,NATURAL RESOURCES,164.806949087818,
62,Guernsey,170000096004,39059-170000096004,,,,,,ROW,0.00508849679801881,
63,Guernsey,220001055000,39059-220001055000,,,,,,NATURAL RESOURCES,41.5104594938115,
64,Guernsey,270000406000,39059-270000406000,,,,,,NATURAL RESOURCES,31.4925796804335,
65,Guernsey,310001078000,39059-310001078000,,,,,,MWCD,0.291461370733971,
66,Guernsey,310001095000,39059-310001095000,,,,,,MWCD,0.372563344595382,
67,Guernsey,310001113000,39059-310001113000,,,,,,MWCD,0.406297467671863,
68,Guernsey,310002897000,39059-310002897000,,,,,,MWCD,0.274265146882985,
69,Highland, ,39071- ,,,,,,NATURAL RESOURCES,199.44821328455,
70,Hocking,020000000001,39073-020000000001,,,,,,NATURAL RESOURCES,0.0997631480857057,
71,Lawrence, ,39087- ,,,,,,ROW,0.0757520037429291,
72,Lawrence, ,39087- ,,,,,,ROW,0.278605333642375,
73,Lawrence, ,39087- ,,,,,,ROW,0.797975050138654,
74,Lawrence, ,39087- ,,,,,,ROW,0.434631424344266,
75,Lawrence, ,39087- ,,,,,,ROW,0.456248755095453,
76,Montgomery,B02 00622 0032,39113-B02 00622 0032,,,,,,TRANSPORTATION,0.0325867452079223,
77,Montgomery,R72 09012 0013,39113-R72 09012 0013,,,,,,TRANSPORTATION,0.0239214273089226,
78,Montgomery,R72 09809 0022,39113-R72 09809 0022,,,,,,TRANSPORTATION,0.0547640769944584,
79,Montgomery,R72 13203 0005,39113-R72 13203 0005,,,,,,TRANSPORTATION,0.00914920193114345,
80,Montgomery,L55 02701 0014,39113-L55 02701 0014,,,,,,NATURAL RESOURCES,2.88534452026039,
81,Montgomery,R72 05714 0039,39113-R72 05714 0039,,,,,,TRANSPORTATION,0.0546129286041345,
82,Montgomery,R72 08306 0012,39113-R72 08306 0012,,,,,,TBD,0.0710711484419605,
83,Montgomery,R72 13203 0016,39113-R72 13203 0016,,,,,,TRANSPORTATION,0.0369936421869079,
84,Montgomery,O67 22408 0006,39113-O67 22408 0006,,,,,,TRANSPORTATION,0.318128338172783,
85,Montgomery,R72 13202 0028,39113-R72 13202 0028,,,,,,TRANSPORTATION,0.142618407004125,
86,Montgomery,O67 03711 0145,39113-O67 03711 0145,,,,,,TBD,0.0487032523349003,
87,Montgomery,R72 08713 0005,39113-R72 08713 0005,,,,,,TRANSPORTATION,0.0256752943055135,
88,Montgomery,H33 02206 0012,39113-H33 02206 0012,,,,,,NATURAL RESOURCES,27.2232725075336,
89,Montgomery,B02 00507 0012,39113-B02 00507 0012,,,,,,TRANSPORTATION,0.432828859923168,
90,Montgomery,L55 02712 0029,39113-L55 02712 0029,,,,,,NATURAL RESOURCES,5.79886569270847,
91,Montgomery,M57 00714 0038,39113-M57 00714 0038,,,,,,PUBLIC SAFETY,4.98877627731847,
92,Montgomery,R72 08306 0027,39113-R72 08306 0027,,,,,,TBD,0.0815898002280853,
93,Guernsey,110000182000,39059-110000182000,,,,,,TRANSPORTATION,1.75490678080318,
94,Guernsey,120000614000,39059-120000614000,,,,,,TRANSPORTATION,0.108075307784761,
95,Guernsey,180001170000,39059-180001170000,,,,,,NATURAL RESOURCES,89.7273460984921,
96,Guernsey,180001186000,39059-180001186000,,,,,,NATURAL RESOURCES,13.9309416262544,
97,Guernsey,180001203000,39059-180001203000,,,,,,NATURAL RESOURCES,83.4027779679997,
98,Guernsey,180001229000,39059-180001229000,,,,,,TRANSPORTATION,0.309510777374542,
99,Guernsey,230000190001,39059-230000190001,,,,,,ROW,1.14534110572601,
100,Guernsey,380002540000,39059-380002540000,,,,,,ROW,11.5551318488773,
101,Guernsey,500000008000,39059-500000008000,,,,,,TRANSPORTATION,0.897051654548628,
102,Guernsey,130000078000,39059-130000078000,,,,,,NATURAL RESOURCES,0.0022955919896723,
103,Guernsey,130000140000,39059-130000140000,,,,,,NATURAL RESOURCES,40.6677532809129,
104,Guernsey,130000154000,39059-130000154000,,,,,,NATURAL RESOURCES,40.6071054315315,
105,Guernsey,130000172000,39059-130000172000,,,,,,NATURAL RESOURCES,162.652272493925,
106,Guernsey,130000188000,39059-130000188000,,,,,,NATURAL RESOURCES,20.3020413153343,
107,Guernsey,130000203000,39059-130000203000,,,,,,NATURAL RESOURCES,51.3780133102986,
108,Guernsey,200000527000,39059-200000527000,,,,,,MWCD,0.263697511701306,
109,Guernsey,310002710000,39059-310002710000,,,,,,MWCD,102.713182477421,
110,Guernsey,310002734000,39059-310002734000,,,,,,MWCD,0.00275812620036651,
111,Guernsey,310002791000,39059-310002791000,,,,,,MWCD,0.368033614878294,
112,Guernsey,020003838000,39059-020003838000,,,,,,DEVELOPMENTAL DISABILITIES,18.3675563210148,
113,Guernsey,020003838013,39059-020003838013,,,,,,DEVELOPMENTAL DISABILITIES,57.5811258565598,
114,Guernsey,060001852000,39059-060001852000,,,,,,MENTAL HEALTH,0.126723149562674,
115,Guernsey,130000231000,39059-130000231000,,,,,,NATURAL RESOURCES,0.338402126929065,
116,Guernsey,130000270000,39059-130000270000,,,,,,NATURAL RESOURCES,28.263695481313,
117,Guernsey,130000260000,39059-130000260000,,,,,,NATURAL RESOURCES,102.362427984614,
118,Guernsey,130000300000,39059-130000300000,,,,,,NATURAL RESOURCES,62.2120370649532,
119,Guernsey,130000318000,39059-130000318000,,,,,,NATURAL RESOURCES,51.3476975694954,
120,Guernsey,130000334000,39059-130000334000,,,,,,NATURAL RESOURCES,23.2788768656352,
121,Guernsey,130000439000,39059-130000439000,,,,,,NATURAL RESOURCES,70.8528592175852,
122,Guernsey,130000366000,39059-130000366000,,,,,,NATURAL RESOURCES,41.0964470742836,
123,Guernsey,130000382000,39059-130000382000,,,,,,NATURAL RESOURCES,81.3398934732272,
124,Guernsey,130000386000,39059-130000386000,,,,,,NATURAL RESOURCES,40.9936026100437,
125,Guernsey,310001079000,39059-310001079000,,,,,,MWCD,0.221667922374247,
126,Guernsey,310001096000,39059-310001096000,,,,,,MWCD,0.22137759285932,
127,Guernsey,310001114000,39059-310001114000,,,,,,MWCD,0.35500792148745,
128,Guernsey,310002898000,39059-310002898000,,,,,,MWCD,0.504720598320884,
129,Guernsey,390000371001,39059-390000371001,,,,,,NATURAL RESOURCES,0.134540152409909,
130,Gallia,U/I,39053-U/I,,,,,,NATURAL RESOURCES,0.784414458784735,
131,Hocking,160000000001,39073-160000000001,,,,,,ROW,1.31613863964489,
132,Lawrence, ,39087- ,,,,,,ROW,0.0757523049270786,
133,Lawrence, ,39087- ,,,,,,ROW,0.205389772153962,
134,Lawrence, ,39087- ,,,,,,ROW,4.1198434043466,
135,Lawrence, ,39087- ,,,,,,ROW,0.405106252045469,
136,Lawrence, ,39087- ,,,,,,ROW,5.17981498045119,
137,Lawrence, ,39087- ,,,,,,ROW,1.37493777782761,
138,Lawrence, ,39087- ,,,,,,ROW,1.2946914613169,
139,Montgomery,E21 01003 0083,39113-E21 01003 0083,,,,,,PUBLIC SAFETY,0.870738855592807,
140,Montgomery,A01 00314 0096,39113-A01 00314 0096,,,,,,TRANSPORTATION,0.595764331374281,
141,Montgomery,B02 01102 0017,39113-B02 01102 0017,,,,,,TRANSPORTATION,0.244717922151624,
142,Montgomery,R72 13202 0052,39113-R72 13202 0052,,,,,,TRANSPORTATION,0.00386173614103181,
143,Warren,16052510310,39165-16052510310,,,,,,ROW,0.439717973573728,
144,Warren,08334000300,39165-08334000300,,,,,,ROW,0.102278404221053,
145,Warren,04081690330,39165-04081690330,,,,,,TRANSPORTATION,0.298304468666679,
146,Warren,08271520450,39165-08271520450,,,,,,TRANSPORTATION,0.0229631521348739,
147,Warren,04083510310,39165-04083510310,,,,,,TRANSPORTATION,0.00146399679788195,
148,Warren,08334000280,39165-08334000280,,,,,,ROW,0.211073788255032,
149,Warren,04012760260,39165-04012760260,,,,,,TRANSPORTATION,0.247866818584658,
150,Warren,08271780390,39165-08271780390,,,,,,TRANSPORTATION,0.101073697031157,
151,Warren,01332530070,39165-01332530070,,,,,,ROW,0.144452452557823,
152,Warren,05311510330,39165-05311510330,,,,,,TRANSPORTATION,0.0543285558571619,
153,Warren,05311510360,39165-05311510360,,,,,,TRANSPORTATION,0.00310946844492684,
154,Warren,04012760280,39165-04012760280,,,,,,ROW,1.02828164588339,
155,Warren,04144260210,39165-04144260210,,,,,,ROW,0.150417516820879,
156,Warren,05252510270,39165-05252510270,,,,,,TRANSPORTATION,0.383774949094125,
157,Warren,04014340220,39165-04014340220,,,,,,TRANSPORTATION,0.443376950794225,
158,Warren,18334020040,39165-18334020040,,,,,,TRANSPORTATION,0.196407552011244,
159,Warren,16264760280,39165-16264760280,,,,,,TRANSPORTATION,0.181400046354942,
160,Warren,08271780240,39165-08271780240,,,,,,ROW,0.146420847567067,
161,Warren,08271520430,39165-08271520430,,,,,,TRANSPORTATION,0.0244779618181206,
162,Warren,09343010180,39165-09343010180,,,,,,ROW,0.471855151851757,
163,Warren,16152770240,39165-16152770240,,,,,,TRANSPORTATION,0.110705610020959,
164,Warren,01332510060,39165-01332510060,,,,,,TRANSPORTATION,0.0186083752315487,
165,Warren,13131000060,39165-13131000060,,,,,,NATURAL RESOURCES,6.67696870805934,
166,Warren,07034270180,39165-07034270180,,,,,,TRANSPORTATION,0.515879818436984,
167,Warren,07032530080,39165-07032530080,,,,,,TRANSPORTATION,0.116485577631642,
168,Warren,04081000210,39165-04081000210,,,,,,TRANSPORTATION,0.284387511877372,
169,Warren,05253260170,39165-05253260170,,,,,,TRANSPORTATION,0.115962017607582,
170,Warren,06153000030,39165-06153000030,,,,,,NATURAL RESOURCES,85.7065991472556,
171,Warren,11051260260,39165-11051260260,,,,,,TRANSPORTATION,0.0557134230403236,
172,Warren,13132000010,39165-13132000010,,,,,,NATURAL RESOURCES,88.7426291732175,
173,Warren,08271520470,39165-08271520470,,,,,,TRANSPORTATION,0.0226420536258553,
174,Warren,04144260270,39165-04144260270,,,,,,TRANSPORTATION,0.0480615255214686,
175,Warren,08334000400,39165-08334000400,,,,,,ROW,0.0468454719687618,
176,Warren,08152520110,39165-08152520110,,,,,,TRANSPORTATION,0.136619920984079,
177,Warren,16153010220,39165-16153010220,,,,,,TRANSPORTATION,0.0756741542049928,
178,Warren,04154000100,39165-04154000100,,,,,,ROW,3.67963779952597,
179,Warren,04132280380,39165-04132280380,,,,,,TRANSPORTATION,0.0330549057267108,
180,Warren,05252510310,39165-05252510310,,,,,,TRANSPORTATION,0.173671606524384,
181,Warren,16202260770,39165-16202260770,,,,,,TRANSPORTATION,0.00921578360564945,
182,Warren,05313000240,39165-05313000240,,,,,,ROW,0.280605961862855,
183,Warren, ,39165- ,,,,,,NATURAL RESOURCES,4.15205243424636,
184,Warren,08332790070,39165-08332790070,,,,,,TRANSPORTATION,0.0255125969457697,
185,Warren,05251760110,39165-05251760110,,,,,,ROW,0.658503972593723,
186,Warren,05252510350,39165-05252510350,,,,,,TRANSPORTATION,0.181625720298942,
187,Warren,05253260260,39165-05253260260,,,,,,TRANSPORTATION,0.0887572741814026,
188,Warren,05254000270,39165-05254000270,,,,,,ROW,0.0634722627113502,
189,Warren,17351510260,39165-17351510260,,,,,,ROW,0.237958437984141,
190,Warren,09034000080,39165-09034000080,,,,,,NATURAL RESOURCES,6.60428546970902,
191,Warren,16153260390,39165-16153260390,,,,,,TRANSPORTATION,0.0043725905568577,
192,Warren,16203010300,39165-16203010300,,,,,,TRANSPORTATION,0.427545477177108,
193,Warren,16152530100,39165-16152530100,,,,,,ROW,0.0986536614553515,
194,Warren,16214800190,39165-16214800190,,,,,,ROW,0.318692228462348,
195,Warren,09301510170,39165-09301510170,,,,,,ROW,0.126528523033896,
196,Warren,09341510160,39165-09341510160,,,,,,ROW,0.368453867338711,
197,Warren,05251760130,39165-05251760130,,,,,,ROW,0.960169637783702,
198,Warren,16153260410,39165-16153260410,,,,,,TRANSPORTATION,0.00428582025245228,
199,Warren,08274010310,39165-08274010310,,,,,,TRANSPORTATION,0.0235312013199088,
200,Warren,09253000270,39165-09253000270,,,,,,ROW,0.363791297551601,
201,Warren,09082000020,39165-09082000020,,,,,,NATURAL RESOURCES,1.31857602918022,
202,Warren,16203530270,39165-16203530270,,,,,,ROW,0.263708534909151,
203,Warren,14341000040,39165-14341000040,,,,,,ROW,21.3213745621683,
204,Warren,13055020040,39165-13055020040,,,,,,TRANSPORTATION,0.162583131400944,
205,Belmont, ,39013- ,,,,,,TRANSPORTATION,0.068467131419479,https://realestate.belmontcountyauditor.org/RealEstate/Default/Lookup?number= 
206,Belmont, ,39013- ,,,,,,ROW,23.7455974525799,https://realestate.belmontcountyauditor.org/RealEstate/Default/Lookup?number= 
207,Belmont, ,39013- ,,,,,,ROW,25.5779342343331,https://realestate.belmontcountyauditor.org/RealEstate/Default/Lookup?number= 
208,Belmont, ,39013- ,,,,,,ROW,1.50500196759066,https://realestate.belmontcountyauditor.org/RealEstate/Default/Lookup?number= 
209,Belmont, ,39013- ,,,,,,TRANSPORTATION,1.75686584065469,https://realestate.belmontcountyauditor.org/RealEstate/Default/Lookup?number= 
210,Belmont, ,39013- ,,,,,,TRANSPORTATION,2.19863409827105,https://realestate.belmontcountyauditor.org/RealEstate/Default/Lookup?number= 
211,Belmont, ,39013- ,,,,,,ROW,18.1882060432239,https://realestate.belmontcountyauditor.org/RealEstate/Default/Lookup?number= 
212,Warren,05253260200,39165-05253260200,,,,,,TRANSPORTATION,0.303621567582684,
213,Warren,16153270090,39165-16153270090,,,,,,ROW,0.309815881559509,
214,Warren,08331000120,39165-08331000120,,,,,,TRANSPORTATION,0.452032656728854,
215,Warren,05313000280,39165-05313000280,,,,,,ROW,1.32329786106267,
216,Brown,170367200100,39015-170367200100,,,,,,TRANSPORTATION,0.241702546453174,
217,Warren,05253260150,39165-05253260150,,,,,,TRANSPORTATION,0.604844485970525,
218,Brown,390742400001,39015-390742400001,,,,,,TRANSPORTATION,0.489391733841985,
219,Warren,11051270230,39165-11051270230,,,,,,TRANSPORTATION,2.27477905639179,
220,Warren,08193000040,39165-08193000040,,,,,,TRANSPORTATION,0.701247432973722,
221,Warren,05254000250,39165-05254000250,,,,,,ROW,0.00269370219947449,
222,Warren,09301510150,39165-09301510150,,,,,,ROW,0.058400277045065,
223,Warren,05262000170,39165-05262000170,,,,,,TRANSPORTATION,0.345936090596049,
224,Warren,12134000020,39165-12134000020,,,,,,TRANSPORTATION,7.85535085896727,
225,Warren,16052260080,39165-16052260080,,,,,,ROW,0.201430774741872,
226,Warren,08154020190,39165-08154020190,,,,,,ROW,0.137573011233098,
227,Warren,16214260490,39165-16214260490,,,,,,TRANSPORTATION,0.0712127266454087,
228,Warren,09013000100,39165-09013000100,,,,,,NATURAL RESOURCES,11.3630706660564,
229,Warren,09364270030,39165-09364270030,,,,,,ROW,0.203668413603095,
230,Warren,16201761300,39165-16201761300,,,,,,TRANSPORTATION,0.146165428418194,
231,Warren,16054890010,39165-16054890010,,,,,,ROW,0.522101468525418,
232,Warren,17125020330,39165-17125020330,,,,,,TRANSPORTATION,0.204457190981333,
233,Warren,16201770280,39165-16201770280,,,,,,ROW,1.02533661614837,
234,Warren,09301530230,39165-09301530230,,,,,,TRANSPORTATION,0.148948420632308,
235,Warren,04071020990,39165-04071020990,,,,,,ROW,0.0998436789999465,
236,Warren,18332770020,39165-18332770020,,,,,,TRANSPORTATION,0.14872459823544,
237,Warren,16203530230,39165-16203530230,,,,,,ROW,0.645646541106621,
238,Clermont,523509F091.,39025-523509F091.,,,,,,ROW,0.478163473704458,
239,Warren,13102010050,39165-13102010050,,,,,,TRANSPORTATION,13.3949477716437,
240,Warren,18352000020,39165-18352000020,,,,,,ROW,5.54590144613528,
241,Warren,13131000010,39165-13131000010,,,,,,NATURAL RESOURCES,16.7106281987823,
242,Warren,08154020230,39165-08154020230,,,,,,ROW,20.3525802386031,
243,Warren,18352000040,39165-18352000040,,,,,,ROW,2.0641110673771,
244,Warren,09301280080,39165-09301280080,,,,,,ROW,0.239569903138953,
245,Warren,09283000040,39165-09283000040,,,,,,TRANSPORTATION,0.725852429305027,
246,Warren,16124520040,39165-16124520040,,,,,,NATURAL RESOURCES,32.8564787918763,
247,Warren,12355020010,39165-12355020010,,,,,,TRANSPORTATION,27.0619991048848,
248,Warren,13192000041,39165-13192000041,,,,,,NATURAL RESOURCES,17.2650178063867,
249,Warren,09352000640,39165-09352000640,,,,,,ROW,0.536042485123403,
250,Warren,16363790140,39165-16363790140,,,,,,TRANSPORTATION,0.00745229739757792,
251,Warren,09031000010,39165-09031000010,,,,,,NATURAL RESOURCES,180.464364630425,
252,Warren,10332000030,39165-10332000030,,,,,,NATURAL RESOURCES,17.4529605574564,
253,Warren,13192000030,39165-13192000030,,,,,,NATURAL RESOURCES,4.15617661437734,
254,Fairfield,0460120700,39045-0460120700,,,,,,NATURAL RESOURCES,0.0719242783492792,
255,Warren,08333010020,39165-08333010020,,,,,,TRANSPORTATION,1.99782736699421,
256,Warren,08153010070,39165-08153010070,,,,,,ROW,0.332032686695352,
257,Fairfield,0460029010,39045-0460029010,,,,,,NATURAL RESOURCES,0.099177876590265,
258,Warren,14082010070,39165-14082010070,,,,,,ROW,1.23136896931659,
259,Wyandot,U/I,39175-U/I,,,,,,NATURAL RESOURCES,2.22389155196345,
260,Warren,13343510020,39165-13343510020,,,,,,TRANSPORTATION,4.70883832459372,
261,Brown,0,39015-0,,,,,,TRANSPORTATION,3.41077906728721E-07,
262,Butler,H4000001000007,39017-H4000001000007,,,,,,HIGHER EDUCATION,26.1284086004235,
263,Belmont, ,39013- ,,,,,,TRANSPORTATION,5.54627501056284,https://realestate.belmontcountyauditor.org/RealEstate/Default/Lookup?number= 
264,Belmont, ,39013- ,,,,,,TRANSPORTATION,0.00132239027468781,https://realestate.belmontcountyauditor.org/RealEstate/Default/Lookup?number= 
265,Belmont, ,39013- ,,,,,,ROW,0.00667415769898031,https://realestate.belmontcountyauditor.org/RealEstate/Default/Lookup?number= 
266,Belmont, ,39013- ,,,,,,ROW,0.00301037547936387,https://realestate.belmontcountyauditor.org/RealEstate/Default/Lookup?number= 
267,Belmont,12-00375.000,39013-12-00375.000,,,,,,TRANSPORTATION,0.861059490485307,https://realestate.belmontcountyauditor.org/RealEstate/Default/Lookup?number=12-00375.000
268,Belmont,09-60056.000,39013-09-60056.000,,,,,,ROW,2.02171680680331,https://realestate.belmontcountyauditor.org/RealEstate/Default/Lookup?number=09-60056.000
269,Belmont, ,39013- ,,,,,,TRANSPORTATION,3.26915256493293,https://realestate.belmontcountyauditor.org/RealEstate/Default/Lookup?number= 
270,Belmont,32-00000.000,39013-32-00000.000,,,,,,TRANSPORTATION,0.183651946310955,https://realestate.belmontcountyauditor.org/RealEstate/Default/Lookup?number=32-00000.000
271,Warren,08153270150,39165-08153270150,,,,,,ROW,0.207052563609962,
272,Warren,14082260040,39165-14082260040,,,,,,ROW,0.43051619810331,
273,Warren,16054000420,39165-16054000420,,,,,,ROW,0.607307865515388,
274,Guernsey,080002056000,39059-080002056000,,,,,,NATURAL RESOURCES,0.985066835752541,
275,Guernsey,110000688001,39059-110000688001,,,,,,TRANSPORTATION,0.321156923708265,
276,Guernsey,110003263000,39059-110003263000,,,,,,ROW,0.00229572962820544,
277,Guernsey,130000406000,39059-130000406000,,,,,,NATURAL RESOURCES,61.2841245838409,
278,Guernsey,130000422000,39059-130000422000,,,,,,NATURAL RESOURCES,37.4258449771558,
279,Guernsey,130000442000,39059-130000442000,,,,,,NATURAL RESOURCES,8.20191862731678,
280,Guernsey,180001129000,39059-180001129000,,,,,,NATURAL RESOURCES,0.654257090946283,
281,Guernsey,180001147000,39059-180001147000,,,,,,NATURAL RESOURCES,19.7248035755487,
282,Belmont, ,39013- ,,,,,,ROW,0.939679830066639,https://realestate.belmontcountyauditor.org/RealEstate/Default/Lookup?number= 
283,Belmont, ,39013- ,,,,,,ROW,14.8669968939385,https://realestate.belmontcountyauditor.org/RealEstate/Default/Lookup?number= 
284,Belmont, ,39013- ,,,,,,ROW,10.5197010489792,https://realestate.belmontcountyauditor.org/RealEstate/Default/Lookup?number= 
285,Guernsey,310000367000,39059-310000367000,,,,,,MWCD,4.68410378104339,
286,Guernsey,310001126000,39059-310001126000,,,,,,MWCD,0.212893024098122,
287,Guernsey,310001142000,39059-310001142000,,,,,,MWCD,0.245369792504698,
288,Guernsey,310001160000,39059-310001160000,,,,,,MWCD,0.210691911071749,
289,Guernsey,310001176000,39059-310001176000,,,,,,MWCD,0.335277331753035,
290,Guernsey,310002394000,39059-310002394000,,,,,,MWCD,0.249449017042533,
291,Brown,230515480100,39015-230515480100,,,,,,TRANSPORTATION,0.0168754391433278,
292,Brown,0,39015-0,,,,,,TRANSPORTATION,0.000306363985568693,
293,Champaign,K482511013202200,39021-K482511013202200,,,,,,TRANSPORTATION,7.09733237316699,
294,Fairfield,0460205400,39045-0460205400,,,,,,NATURAL RESOURCES,0.122917444567584,
295,Fairfield,0420394700,39045-0420394700,,,,,,TRANSPORTATION,0.834080848463321,
296,Fairfield,0460034509,39045-0460034509,,,,,,TBD,0.0601925840062597,
297,Fairfield,0460836500,39045-0460836500,,,,,,NATURAL RESOURCES,0.114789368753766,
298,Fairfield,0460840000,39045-0460840000,,,,,,NATURAL RESOURCES,1.93078296088155,
299,Guernsey,000000000000,39059-000000000000,,,,,,MWCD,0.131242356285738,
300,Fairfield,0460120200,39045-0460120200,,,,,,NATURAL RESOURCES,0.0624802921797688,
301,Fairfield,0460209000,39045-0460209000,,,,,,TBD,0.197818838145249,
302,Fairfield,0460044246,39045-0460044246,,,,,,TBD,1.58907138190398,
303,Fairfield,0460812000,39045-0460812000,,,,,,NATURAL RESOURCES,1.75833834785981,
304,Fairfield,0460837500,39045-0460837500,,,,,,NATURAL RESOURCES,0.0833368036457325,
305,Guernsey,080002089000,39059-080002089000,,,,,,NATURAL RESOURCES,40.4037508184414,
306,Guernsey,110003271000,39059-110003271000,,,,,,ROW,20.6073915343266,
307,Guernsey,130000408000,39059-130000408000,,,,,,NATURAL RESOURCES,2.13931667933543,
308,Guernsey,130000424000,39059-130000424000,,,,,,NATURAL RESOURCES,5.63874046792477,
309,Guernsey,130000444000,39059-130000444000,,,,,,NATURAL RESOURCES,40.9872711014446,
